ChineseName,EnglishName,StateName,StateNameEn,CountryName,CountryNameEn
大巴萨,Grand Bassa,None,None,利比里亚,Liberia
大吉德,Grand Gedeh,None,None,利比里亚,Liberia
大角山,Grand Cape Mount,None,None,利比里亚,Liberia
大克鲁,Grand Kru,None,None,利比里亚,Liberia
菲什敦,Fish Town,None,None,利比里亚,Liberia
吉河,River Gee,None,None,利比里亚,Liberia
里弗塞斯,River Cess,None,None,利比里亚,Liberia
洛法,Lofa,None,None,利比里亚,Liberia
马吉比,Margibi,None,None,利比里亚,Liberia
马里兰,Maryland,None,None,利比里亚,Liberia
蒙特塞拉多,Montserrado,None,None,利比里亚,Liberia
宁巴,Nimba,None,None,利比里亚,Liberia
锡诺,Sinoe,None,None,利比里亚,Liberia
阿利图斯,Alytus,None,None,立陶宛,Lithuania
考纳斯,Kaunas,None,None,立陶宛,Lithuania
克莱佩达,Klaipeda,None,None,立陶宛,Lithuania
马里扬泊列,Marijampole,None,None,立陶宛,Lithuania
帕涅韦日斯,Panevezys,None,None,立陶宛,Lithuania
陶拉格,Taurages,None,None,立陶宛,Lithuania
特尔希艾,Telsiu,None,None,立陶宛,Lithuania
维尔纽斯,Vilnius,None,None,立陶宛,Lithuania
乌田纳,Utenos,None,None,立陶宛,Lithuania
希奥利艾,Siauliai,None,None,立陶宛,Lithuania
亚克曼,Akmenes,None,None,立陶宛,Lithuania
迪基希,Diekirch,None,None,卢森堡,Luxembourg
格雷文马赫,Grevenmacher,None,None,卢森堡,Luxembourg
卢森堡,Luxembourg,None,None,卢森堡,Luxembourg
比温巴,Byumba,None,None,卢旺达,Rwanda
布塔雷,Butare,None,None,卢旺达,Rwanda
恩延扎,Nyanza,None,None,卢旺达,Rwanda
基本古,Kibungo,None,None,卢旺达,Rwanda
基布耶,Kibuye,None,None,卢旺达,Rwanda
基加利-恩加利,Kigali-Ngali,None,None,卢旺达,Rwanda
基加利市,Kigali-Ville,None,None,卢旺达,Rwanda
吉孔戈罗,Gikongoro,None,None,卢旺达,Rwanda
吉塞尼,Gisenyi,None,None,卢旺达,Rwanda
吉塔拉马,Gitarama,None,None,卢旺达,Rwanda
卡布加,Kabuga,None,None,卢旺达,Rwanda
卢瓦马加纳,Rwamagana,None,None,卢旺达,Rwanda
鲁汉戈,Ruhango,None,None,卢旺达,Rwanda
鲁亨盖里,Ruhengeri,None,None,卢旺达,Rwanda
尚古古,Cyangugu,None,None,卢旺达,Rwanda
乌姆塔拉,Umutara,None,None,卢旺达,Rwanda
阿尔巴尤利亚,Alba Iulia,None,None,罗马尼亚,Romania
阿拉德,Arad,None,None,罗马尼亚,Romania
奥拉迪亚,Oradea,None,None,罗马尼亚,Romania
巴克乌,Bacau,None,None,罗马尼亚,Romania
巴亚马雷,Baia Mare,None,None,罗马尼亚,Romania
比斯特里察,Bistrita,None,None,罗马尼亚,Romania
博托沙尼,Botosani,None,None,罗马尼亚,Romania
布加勒斯特,Bucuresti,None,None,罗马尼亚,Romania
布拉索夫,Brasov,None,None,罗马尼亚,Romania
布勒伊拉,Braila,None,None,罗马尼亚,Romania
布泽乌,Buzau,None,None,罗马尼亚,Romania
德罗贝塔-塞维林堡,Drobeta-Turnu Severin,None,None,罗马尼亚,Romania
德瓦,Deva,None,None,罗马尼亚,Romania
蒂米什瓦拉,Timisoara,None,None,罗马尼亚,Romania
福克沙尼,Focsani,None,None,罗马尼亚,Romania
加拉茨,Galati,None,None,罗马尼亚,Romania
久尔久,Giurgiu,None,None,罗马尼亚,Romania
康斯坦察,Constanta,None,None,罗马尼亚,Romania
克拉约瓦,Craiova,None,None,罗马尼亚,Romania
克勒拉希,Calarasi,None,None,罗马尼亚,Romania
克卢日纳波卡,Cluj-Napoca,None,None,罗马尼亚,Romania
勒姆尼库沃尔恰,XRimnicu Vilcea,None,None,罗马尼亚,Romania
雷希察,Resita,None,None,罗马尼亚,Romania
梅尔库里亚丘克,Miercurea-Ciuc,None,None,罗马尼亚,Romania
皮特什蒂,Pitesti,None,None,罗马尼亚,Romania
皮亚特拉尼亚姆茨,Piatra Neamt,None,None,罗马尼亚,Romania
普洛耶什蒂,Ploiesti,None,None,罗马尼亚,Romania
萨图·马雷,Satu Mare,None,None,罗马尼亚,Romania
圣格奥尔基,Sfantu-Gheorghe,None,None,罗马尼亚,Romania
斯拉蒂纳,Slatina,None,None,罗马尼亚,Romania
斯洛博齐亚,Slobozia,None,None,罗马尼亚,Romania
苏恰瓦,Suceava,None,None,罗马尼亚,Romania
特尔戈维什泰,Targovişte,None,None,罗马尼亚,Romania
特尔古穆列什,Tirgu Mures,None,None,罗马尼亚,Romania
特尔古日乌,Tirgu-Jiu,None,None,罗马尼亚,Romania
图尔恰,Tulcea,None,None,罗马尼亚,Romania
瓦斯卢伊,Vaslui,None,None,罗马尼亚,Romania
锡比乌,Sibiu,None,None,罗马尼亚,Romania
雅西,Iasi,None,None,罗马尼亚,Romania
亚厉山德里亚,Alexandria,None,None,罗马尼亚,Romania
扎勒乌,Zalau,None,None,罗马尼亚,Romania
安齐拉纳纳,Antsiranana,None,None,马达加斯加,Madagascar
菲亚纳兰楚阿,Fianarantsoa,None,None,马达加斯加,Madagascar
马哈赞加,Mahajanga,None,None,马达加斯加,Madagascar
塔那那利佛,Antananarivo,None,None,马达加斯加,Madagascar
图阿马西拉,Toamasina,None,None,马达加斯加,Madagascar
图利亚拉,Toliary,None,None,马达加斯加,Madagascar
阿杜,Addu Atoll,None,None,马尔代夫,Maldives
北阿里,North Ari Atoll,None,None,马尔代夫,Maldives
北蒂拉杜马蒂,North Thiladhunmathi,None,None,马尔代夫,Maldives
北马洛斯马杜卢,North Maalhosmadhulu,None,None,马尔代夫,Maldives
北米拉杜马杜卢,North Miladhunmadhulu,None,None,马尔代夫,Maldives
北尼兰杜,North Nilandhe Atoll,None,None,马尔代夫,Maldives
北苏瓦迪瓦,North Huvadhu Atoll,None,None,马尔代夫,Maldives
法迪福卢,Faadhippolhu,None,None,马尔代夫,Maldives
费利杜,Felidhu Atoll,None,None,马尔代夫,Maldives
福阿穆拉库,Foammulah,None,None,马尔代夫,Maldives
哈杜马蒂,Hadhdhunmathi,None,None,马尔代夫,Maldives
科卢马杜卢,Kolhumadulu,None,None,马尔代夫,Maldives
马累,Male,None,None,马尔代夫,Maldives
马累岛,Male Atoll,None,None,马尔代夫,Maldives
穆拉库,Mulakatholhu,None,None,马尔代夫,Maldives
南阿里,South Ari Atoll,None,None,马尔代夫,Maldives
南蒂拉杜马蒂,South Thiladhunmathi,None,None,马尔代夫,Maldives
南马洛斯马杜卢,South Maalhosmadulu,None,None,马尔代夫,Maldives
南米拉杜马杜卢,South Miladhunmadhulu,None,None,马尔代夫,Maldives
南尼兰杜,South Nilandhe Atoll,None,None,马尔代夫,Maldives
南苏瓦迪瓦,South Huvadhu Atoll,None,None,马尔代夫,Maldives
北部区,Northern,None,None,马拉维,Malawi
南部区,Southern,None,None,马拉维,Malawi
中央区,Central,None,None,马拉维,Malawi
北海,Butterworth,槟榔屿,Pulau Pinang,马来西亚,Malaysia
槟城,George Town,槟榔屿,Pulau Pinang,马来西亚,Malaysia
大山脚,Bukit Mertajam,槟榔屿,Pulau Pinang,马来西亚,Malaysia
高渊,Nibong Tebal,槟榔屿,Pulau Pinang,马来西亚,Malaysia
加央,Kangar,玻璃市,Perlis,马来西亚,Malaysia
甘马挽,Kemaman,丁加奴,Terengganu,马来西亚,Malaysia
瓜拉丁加奴,Kuala Terengganu,丁加奴,Terengganu,马来西亚,Malaysia
龙运,Dungun,丁加奴,Terengganu,马来西亚,Malaysia
马江,Marang,丁加奴,Terengganu,马来西亚,Malaysia
实兆,Setiu,丁加奴,Terengganu,马来西亚,Malaysia
乌鲁,Hulu,丁加奴,Terengganu,马来西亚,Malaysia
勿述,Besut,丁加奴,Terengganu,马来西亚,Malaysia
巴东得腊,Padang Terap,吉打,Kedah,马来西亚,Malaysia
笨筒,Pendang,吉打,Kedah,马来西亚,Malaysia
浮罗交怡,Langkawi,吉打,Kedah,马来西亚,Malaysia
哥打士打,Kota Setar,吉打,Kedah,马来西亚,Malaysia
古邦巴素,Kubang Pasu,吉打,Kedah,马来西亚,Malaysia
瓜拉姆达,Kuala Muda,吉打,Kedah,马来西亚,Malaysia
华玲,Baling,吉打,Kedah,马来西亚,Malaysia
居林,Kulim,吉打,Kedah,马来西亚,Malaysia
万拉峇鲁,Bandar Baharu,吉打,Kedah,马来西亚,Malaysia
巴西富地,Pasir Putih,吉兰丹,Kelantan,马来西亚,Malaysia
巴西马,Pasir Mas,吉兰丹,Kelantan,马来西亚,Malaysia
丹那美拉,Tanah Merah,吉兰丹,Kelantan,马来西亚,Malaysia
道北,Tumpat,吉兰丹,Kelantan,马来西亚,Malaysia
登卓,Bachok,吉兰丹,Kelantan,马来西亚,Malaysia
哥打巴鲁,Kota Bharu,吉兰丹,Kelantan,马来西亚,Malaysia
瓜拉吉赖,Kuala Krai,吉兰丹,Kelantan,马来西亚,Malaysia
话望生,Gua Musang,吉兰丹,Kelantan,马来西亚,Malaysia
马樟,Machang,吉兰丹,Kelantan,马来西亚,Malaysia
日里,Jeli,吉兰丹,Kelantan,马来西亚,Malaysia
吉隆坡,Kuala Lumpur,吉隆坡,Kuala Lumpur,马来西亚,Malaysia
马六甲市,Melaka,马六甲,Malacca,马来西亚,Malaysia
亚罗牙也,Alor Gajah,马六甲,Malacca,马来西亚,Malaysia
野新,Jasin,马六甲,Malacca,马来西亚,Malaysia
纳闽,Labuan,纳闽,Labuan,马来西亚,Malaysia
维多利亚,Victoria,纳闽,Labuan,马来西亚,Malaysia
百乐,Bera,彭亨,Pahang,马来西亚,Malaysia
北根,Pekan,彭亨,Pahang,马来西亚,Malaysia
淡马鲁,Temerloh,彭亨,Pahang,马来西亚,Malaysia
而连突,Jerantut,彭亨,Pahang,马来西亚,Malaysia
关丹,Kuantan,彭亨,Pahang,马来西亚,Malaysia
金马仑高原,Cameron Highlands,彭亨,Pahang,马来西亚,Malaysia
劳勿,Raub,彭亨,Pahang,马来西亚,Malaysia
立卑,Kuala Lipis,彭亨,Pahang,马来西亚,Malaysia
马兰,Maran,彭亨,Pahang,马来西亚,Malaysia
文冬,Bentong,彭亨,Pahang,马来西亚,Malaysia
云冰,Rompin,彭亨,Pahang,马来西亚,Malaysia
安顺,Teluk Intan,霹雳,Perak,马来西亚,Malaysia
丹绒马,Tanjung Malim,霹雳,Perak,马来西亚,Malaysia
和丰,Sungai Siput,霹雳,Perak,马来西亚,Malaysia
紅土坎,Lumut,霹雳,Perak,马来西亚,Malaysia
华都牙也,Batu Gajah,霹雳,Perak,马来西亚,Malaysia
江沙,Kuala Kangsar,霹雳,Perak,马来西亚,Malaysia
太平,Taiping,霹雳,Perak,马来西亚,Malaysia
怡保,Ipoh,霹雳,Perak,马来西亚,Malaysia
笨珍,Pontian,柔佛,Johor,马来西亚,Malaysia
丰盛港,Mersing,柔佛,Johor,马来西亚,Malaysia
哥打丁宜,Kota Tinggi,柔佛,Johor,马来西亚,Malaysia
居銮,Kluang,柔佛,Johor,马来西亚,Malaysia
峇株巴辖,Batu Pahat,柔佛,Johor,马来西亚,Malaysia
麻坡,Muar,柔佛,Johor,马来西亚,Malaysia
昔加末,Segamat,柔佛,Johor,马来西亚,Malaysia
新山,Johor Bahru,柔佛,Johor,马来西亚,Malaysia
波德申,Port Dickson,森美兰,Negeri Sembilan,马来西亚,Malaysia
淡边,Tampin,森美兰,Negeri Sembilan,马来西亚,Malaysia
芙蓉,Seremban,森美兰,Negeri Sembilan,马来西亚,Malaysia
瓜拉庇劳,Kuala Pilah,森美兰,Negeri Sembilan,马来西亚,Malaysia
林茂,Rembau,森美兰,Negeri Sembilan,马来西亚,Malaysia
仁保,Jempol,森美兰,Negeri Sembilan,马来西亚,Malaysia
日叻务,Jelebu,森美兰,Negeri Sembilan,马来西亚,Malaysia
吧巴,Papar,沙巴,Sabah,马来西亚,Malaysia
保佛,Beaufort,沙巴,Sabah,马来西亚,Malaysia
比鲁兰,Beluran,沙巴,Sabah,马来西亚,Malaysia
必达士,Pitas,沙巴,Sabah,马来西亚,Malaysia
兵南邦,Penampang,沙巴,Sabah,马来西亚,Malaysia
担布南,Tambunan,沙巴,Sabah,马来西亚,Malaysia
丹南,Tenom,沙巴,Sabah,马来西亚,Malaysia
斗湖,Tawau,沙巴,Sabah,马来西亚,Malaysia
斗亚兰,Tuaran,沙巴,Sabah,马来西亚,Malaysia
哥打基纳巴鲁,Kota Kinabalu,沙巴,Sabah,马来西亚,Malaysia
哥打马鲁都,Kota Marudu,沙巴,Sabah,马来西亚,Malaysia
根地咬,Keningau,沙巴,Sabah,马来西亚,Malaysia
古达,Kudat,沙巴,Sabah,马来西亚,Malaysia
古打毛律,Kota Belud,沙巴,Sabah,马来西亚,Malaysia
古纳,Kunak,沙巴,Sabah,马来西亚,Malaysia
瓜拉班尤,Kuala Penyu,沙巴,Sabah,马来西亚,Malaysia
京那巴登岸,Kinabatangan,沙巴,Sabah,马来西亚,Malaysia
兰脑,Ranau,沙巴,Sabah,马来西亚,Malaysia
拿笃,Lahad Datu,沙巴,Sabah,马来西亚,Malaysia
纳巴湾,Nabawan,沙巴,Sabah,马来西亚,Malaysia
山打根,Sandakan,沙巴,Sabah,马来西亚,Malaysia
西比陶,Sipitang,沙巴,Sabah,马来西亚,Malaysia
仙本那,Semporna,沙巴,Sabah,马来西亚,Malaysia
古晋,Kuching,沙捞越,Sarawak,马来西亚,Malaysia
加帛,Kapit,沙捞越,Sarawak,马来西亚,Malaysia
林梦,Limbang,沙捞越,Sarawak,马来西亚,Malaysia
美里,Miri,沙捞越,Sarawak,马来西亚,Malaysia
民都鲁,Bintulu,沙捞越,Sarawak,马来西亚,Malaysia
木胶,Mukah,沙捞越,Sarawak,马来西亚,Malaysia
木中,Betong,沙捞越,Sarawak,马来西亚,Malaysia
三马拉汉,Samarahan,沙捞越,Sarawak,马来西亚,Malaysia
斯里阿曼,Sri Aman,沙捞越,Sarawak,马来西亚,Malaysia
泗里街,Sarikei,沙捞越,Sarawak,马来西亚,Malaysia
泗务,Sibu,沙捞越,Sarawak,马来西亚,Malaysia
八打灵,Petaling,雪兰莪,Selangor,马来西亚,Malaysia
鹅麦,Gombak,雪兰莪,Selangor,马来西亚,Malaysia
瓜拉冷岳,Kuala Langat,雪兰莪,Selangor,马来西亚,Malaysia
瓜拉雪兰莪,Kuala Selangor,雪兰莪,Selangor,马来西亚,Malaysia
沙白安南,Sabak Bernam,雪兰莪,Selangor,马来西亚,Malaysia
乌鲁冷岳,Hulu Langat,雪兰莪,Selangor,马来西亚,Malaysia
乌鲁雪兰莪,Hulu Selangor,雪兰莪,Selangor,马来西亚,Malaysia
雪邦,Sepang,雪兰莪,Selangor,马来西亚,Malaysia
巴马科首都区,Bamako,None,None,马里,Mali
基达尔,Kidal,None,None,马里,Mali
加奥,Gao,None,None,马里,Mali
卡伊,Kayes,None,None,马里,Mali
库利科罗,Koulikoro,None,None,马里,Mali
莫普提,Mopti,None,None,马里,Mali
塞古,Segou,None,None,马里,Mali
通布图,Tombouctou,None,None,马里,Mali
锡卡索,Sikasso,None,None,马里,Mali
阿德拉尔,Adrar,None,None,毛里塔尼亚,Mauritania
阿萨巴,El-Acaba,None,None,毛里塔尼亚,Mauritania
卜拉克纳,Brakna,None,None,毛里塔尼亚,Mauritania
东胡德,Hodh el-Gharbi,None,None,毛里塔尼亚,Mauritania
戈尔戈勒,Gorgol,None,None,毛里塔尼亚,Mauritania
吉迪马卡,Guidimaka,None,None,毛里塔尼亚,Mauritania
努瓦迪布湾,Dakhlet Nouadhibou,None,None,毛里塔尼亚,Mauritania
努瓦克肖特特区,Nouakchott,None,None,毛里塔尼亚,Mauritania
塔甘特,Tagant,None,None,毛里塔尼亚,Mauritania
特拉扎,Trarza,None,None,毛里塔尼亚,Mauritania
提里斯-宰穆尔,Tiris Zemmour,None,None,毛里塔尼亚,Mauritania
西胡德,Hodh ech-Chargui,None,None,毛里塔尼亚,Mauritania
因希里,Inchiri,None,None,毛里塔尼亚,Mauritania
费耶特维尔,Fayetteville,阿肯色,Arkansas,美国,United States
史密斯堡,Fort Smith,阿肯色,Arkansas,美国,United States
小石城,Little Rock,阿肯色,Arkansas,美国,United States
伯明罕,Birmingham,阿拉巴马,Alabama,美国,United States
蒙哥马利,Montgomery,阿拉巴马,Alabama,美国,United States
莫比尔,Mobile,阿拉巴马,Alabama,美国,United States
安克雷奇,Anchorage,阿拉斯加,Alaska,美国,United States
费尔班克斯,Fairbanks,阿拉斯加,Alaska,美国,United States
朱诺,Juneau,阿拉斯加,Alaska,美国,United States
爱达荷福尔斯,Idaho Falls,爱达荷,Idaho,美国,United States
波卡特洛,Pocatello,爱达荷,Idaho,美国,United States
博伊西,Boise,爱达荷,Idaho,美国,United States
布莱克富特,Blackfoot,爱达荷,Idaho,美国,United States
科达伦,Coeur d'Alene,爱达荷,Idaho,美国,United States
刘易斯顿,Lewiston,爱达荷,Idaho,美国,United States
莫斯科,Moscow,爱达荷,Idaho,美国,United States
墨菲,Murphy,爱达荷,Idaho,美国,United States
楠帕,Nampa,爱达荷,Idaho,美国,United States
岂彻姆,Ketchum,爱达荷,Idaho,美国,United States
森瓦利,Sun Valley,爱达荷,Idaho,美国,United States
亚美利加瀑布城,American Falls,爱达荷,Idaho,美国,United States
达文波特,Davenport,爱荷华,Iowa,美国,United States
得梅因,Des Moines,爱荷华,Iowa,美国,United States
锡达拉皮兹,Cedar Rapids,爱荷华,Iowa,美国,United States
俾斯麦,Bismarck,北达科他,North Dakota,美国,United States
大福克斯,Grand Forks,北达科他,North Dakota,美国,United States
法戈,Fargo,北达科他,North Dakota,美国,United States
迈诺特,Minot,北达科他,North Dakota,美国,United States
艾许维尔,Asheville,北卡罗来纳,North Carolina,美国,United States
杜罕,Durham,北卡罗来纳,North Carolina,美国,United States
格林斯伯勒,Greensboro,北卡罗来纳,North Carolina,美国,United States
教堂山,Chapel Hill,北卡罗来纳,North Carolina,美国,United States
罗利,Raleigh,北卡罗来纳,North Carolina,美国,United States
洛利杜罕都会区,Raleigh-Durham,北卡罗来纳,North Carolina,美国,United States
夏洛特,Charlotte,北卡罗来纳,North Carolina,美国,United States
阿伦敦,Allentown,宾夕法尼亚,Pennsylvania,美国,United States
费城,Philadephia,宾夕法尼亚,Pennsylvania,美国,United States
匹兹堡,Pittsburgh,宾夕法尼亚,Pennsylvania,美国,United States
埃尔帕索,El Paso,德克萨斯,Texas,美国,United States
奥斯汀,Austin,德克萨斯,Texas,美国,United States
达拉斯,Dallas,德克萨斯,Texas,美国,United States
哥帕斯基斯蒂,Corpus Christi,德克萨斯,Texas,美国,United States
交维斯顿,Galveston,德克萨斯,Texas,美国,United States
拉雷多,Laredo,德克萨斯,Texas,美国,United States
麦亚伦,McAllen,德克萨斯,Texas,美国,United States
圣安东尼奥,San Antonio,德克萨斯,Texas,美国,United States
休斯敦,Houston,德克萨斯,Texas,美国,United States
代顿,Dayton,俄亥俄,Ohio,美国,United States
哥伦布,Columbus,俄亥俄,Ohio,美国,United States
克利夫兰,Cleveland,俄亥俄,Ohio,美国,United States
托莱多,Toledo,俄亥俄,Ohio,美国,United States
辛辛那提,Cincinnati,俄亥俄,Ohio,美国,United States
俄克拉荷马城,Oklahoma City,俄克拉荷马,Oklahoma,美国,United States
诺曼,Norman,俄克拉荷马,Oklahoma,美国,United States
塔尔萨,Tulsa,俄克拉荷马,Oklahoma,美国,United States
本德,Bend,俄勒冈,Oregon,美国,United States
波特兰,Portland,俄勒冈,Oregon,美国,United States
达尔斯,The Dalles,俄勒冈,Oregon,美国,United States
达拉斯,Dallas,俄勒冈,Oregon,美国,United States
蒂拉穆克,Tillamook,俄勒冈,Oregon,美国,United States
格兰茨帕斯,Grant's Pass,俄勒冈,Oregon,美国,United States
胡德里弗,Hood River,俄勒冈,Oregon,美国,United States
火山口湖,Crater Lake,俄勒冈,Oregon,美国,United States
科瓦利斯,Corvallis,俄勒冈,Oregon,美国,United States
库斯贝,Coos Bay,俄勒冈,Oregon,美国,United States
梅德福,Medford,俄勒冈,Oregon,美国,United States
塞勒姆,Salem,俄勒冈,Oregon,美国,United States
圣海伦斯,St Helens,俄勒冈,Oregon,美国,United States
斯普林菲尔德,Springfield,俄勒冈,Oregon,美国,United States
尤金,Eugene,俄勒冈,Oregon,美国,United States
奥兰多,Orlando,佛罗里达,Florida,美国,United States
基韦斯特,Key West,佛罗里达,Florida,美国,United States
杰克逊维尔,Jacksonville,佛罗里达,Florida,美国,United States
卡纳维尔角,Cape Canaveral,佛罗里达,Florida,美国,United States
罗德岱堡,Fort Lauderdale,佛罗里达,Florida,美国,United States
迈阿密,Miami,佛罗里达,Florida,美国,United States
圣彼德斯堡市,St. Petersburg,佛罗里达,Florida,美国,United States
塔拉哈西,Tallahassee,佛罗里达,Florida,美国,United States
坦帕,Tampa,佛罗里达,Florida,美国,United States
伯灵顿,Burlington,佛蒙特,Vermont,美国,United States
拉特兰,Rutland,佛蒙特,Vermont,美国,United States
南伯灵顿,South Burlington,佛蒙特,Vermont,美国,United States
华盛顿哥伦比亚特区,Washington D.C.,哥伦比亚特区,District of Columbia,美国,United States
斯波坎,Spokane,华盛顿,Washington,美国,United States
塔科马,Tacoma,华盛顿,Washington,美国,United States
西雅图,Seattle,华盛顿,Washington,美国,United States
埃文斯顿,Evanston,怀俄明,Wyoming,美国,United States
卡斯珀,Casper,怀俄明,Wyoming,美国,United States
拉勒米,Laramie,怀俄明,Wyoming,美国,United States
罗克斯普林斯,Rock Springs,怀俄明,Wyoming,美国,United States
夏延,Cheyenne,怀俄明,Wyoming,美国,United States
谢里登,Sheridan,怀俄明,Wyoming,美国,United States
旧金山,San Francisco,加利福尼亚,California,美国,United States
洛杉矶,Los Angeles,加利福尼亚,California,美国,United States
圣迭戈,San Diego,加利福尼亚,California,美国,United States
圣何塞,San Jose,加利福尼亚,California,美国,United States
阿比林,Abilene,堪萨斯,Kansas,美国,United States
奥弗兰公园,Overland Park,堪萨斯,Kansas,美国,United States
哈钦森,Hutchinson,堪萨斯,Kansas,美国,United States
堪萨斯城,Kansas City,堪萨斯,Kansas,美国,United States
莱文沃思,Leavenworth,堪萨斯,Kansas,美国,United States
劳伦斯,Lawrence,堪萨斯,Kansas,美国,United States
曼哈顿,Manhattan,堪萨斯,Kansas,美国,United States
托皮卡,Topeka,堪萨斯,Kansas,美国,United States
威奇托,Wichita,堪萨斯,Kansas,美国,United States
布里奇波特,Bridgeport,康涅狄格,Connecticut,美国,United States
达里恩,Darien,康涅狄格,Connecticut,美国,United States
格林尼治,Greenwich,康涅狄格,Connecticut,美国,United States
哈特福德,Hartford,康涅狄格,Connecticut,美国,United States
米德尔顿,Middletown,康涅狄格,Connecticut,美国,United States
纽黑文,New Haven,康涅狄格,Connecticut,美国,United States
韦斯特波特,Westport,康涅狄格,Connecticut,美国,United States
沃特伯里,Waterbury,康涅狄格,Connecticut,美国,United States
新不列颠,New Britain,康涅狄格,Connecticut,美国,United States
阿斯彭,Aspen,科罗拉多,Colorado,美国,United States
奥罗拉,Aurora,科罗拉多,Colorado,美国,United States
博尔德,Boulder,科罗拉多,Colorado,美国,United States
大章克申,Grand Junction,科罗拉多,Colorado,美国,United States
丹佛,Denver,科罗拉多,Colorado,美国,United States
柯林斯堡,Fort Collins,科罗拉多,Colorado,美国,United States
科罗拉多斯普林斯,Colorado Springs,科罗拉多,Colorado,美国,United States
韦尔,Vail,科罗拉多,Colorado,美国,United States
列克星敦,Lexington,肯塔基,Kentucky,美国,United States
路易斯维尔,Louisville,肯塔基,Kentucky,美国,United States
欧文斯伯勒,Owensboro,肯塔基,Kentucky,美国,United States
巴吞鲁日,Baton Rouge,路易斯安那,Louisiana,美国,United States
什里夫波特,Shreveport,路易斯安那,Louisiana,美国,United States
新奥尔良,New Orleans,路易斯安那,Louisiana,美国,United States
波塔基特,Pawtucket,罗德岛,Rhode Island,美国,United States
克兰斯顿,Cranston,罗德岛,Rhode Island,美国,United States
纽波特,Newport,罗德岛,Rhode Island,美国,United States
普罗维登斯,Providence,罗德岛,Rhode Island,美国,United States
韦斯特利,Westerly,罗德岛,Rhode Island,美国,United States
文索基特,Woonsocket,罗德岛,Rhode Island,美国,United States
沃威克,Warwick,罗德岛,Rhode Island,美国,United States
巴尔的摩,Balitmore,马里兰,Maryland,美国,United States
盖瑟斯堡,Gaithersburg,马里兰,Maryland,美国,United States
罗克维尔,Rockville,马里兰,Maryland,美国,United States
波士顿,Boston,马萨诸塞,Massachusetts,美国,United States
斯普林菲尔德,Springfield,马萨诸塞,Massachusetts,美国,United States
伍斯特,Worcester,马萨诸塞,Massachusetts,美国,United States
比灵斯,Billings,蒙大拿,Montana,美国,United States
大瀑布村,Great Falls,蒙大拿,Montana,美国,United States
米苏拉,Missoula,蒙大拿,Montana,美国,United States
哥伦比亚,Columbia,密苏里,Missouri,美国,United States
杰佛逊市,Jefferson City,密苏里,Missouri,美国,United States
堪萨斯城,Kansas City,密苏里,Missouri,美国,United States
圣路易斯,Sanit Louis,密苏里,Missouri,美国,United States
斯普林菲尔德,Springfield,密苏里,Missouri,美国,United States
比洛克西,Biloxi,密西西比,Mississippi,美国,United States
格尔夫波特,Gulfport,密西西比,Mississippi,美国,United States
格林维尔,Greenville,密西西比,Mississippi,美国,United States
哈蒂斯堡,Hattiesburg,密西西比,Mississippi,美国,United States
杰克逊,Jackson,密西西比,Mississippi,美国,United States
默里迪恩,Meridian,密西西比,Mississippi,美国,United States
维克斯堡,Vicksburg,密西西比,Mississippi,美国,United States
安娜堡,Ann Arbor,密歇根,Michigan,美国,United States
巴特尔克里克,Battle Creek,密歇根,Michigan,美国,United States
贝城,Bay City,密歇根,Michigan,美国,United States
大急流城,Grand Rapids,密歇根,Michigan,美国,United States
迪尔伯恩,Dearborn,密歇根,Michigan,美国,United States
底特律,Detroit,密歇根,Michigan,美国,United States
弗林特,Flint,密歇根,Michigan,美国,United States
怀恩多特,Wyandotte,密歇根,Michigan,美国,United States
卡拉马袓,Kalamazoo,密歇根,Michigan,美国,United States
兰辛,Lansing,密歇根,Michigan,美国,United States
马斯基根,Muskegon,密歇根,Michigan,美国,United States
庞菷亚克,Pontiac,密歇根,Michigan,美国,United States
萨吉诺,Saginaw,密歇根,Michigan,美国,United States
苏圣玛丽,Sault Ste Marie,密歇根,Michigan,美国,United States
沃伦,Warren,密歇根,Michigan,美国,United States
休伦港,Port Huron,密歇根,Michigan,美国,United States
班戈,Bangor,缅因,Maine,美国,United States
波特兰,Portland,缅因,Maine,美国,United States
刘易斯顿,Lewiston,缅因,Maine,美国,United States
罗切斯特,Rochester,明尼苏达,Minnesota,美国,United States
明尼阿波利斯,Minneapolis,明尼苏达,Minnesota,美国,United States
圣保罗,Saint Paul,明尼苏达,Minnesota,美国,United States
阿伯丁,Aberdeen,南达科他,South Dakota,美国,United States
拉皮德城,Rapid City,南达科他,South Dakota,美国,United States
苏福尔斯,Sioux Falls,南达科他,South Dakota,美国,United States
北查尔斯顿,North Charleston,南卡罗来纳,South Carolina,美国,United States
查尔斯顿,Charleston,南卡罗来纳,South Carolina,美国,United States
哥伦比亚,Columbia,南卡罗来纳,South Carolina,美国,United States
奥马哈,Omaha,内布拉斯加,Nebraska,美国,United States
贝尔维尤,Bellevue,内布拉斯加,Nebraska,美国,United States
林肯,Lincoln,内布拉斯加,Nebraska,美国,United States
埃尔科,Elko,内华达,Nevada,美国,United States
北拉斯维加斯,North Las Vegas,内华达,Nevada,美国,United States
弗吉尼亚城,Virginia City,内华达,Nevada,美国,United States
亨德森,Henderson,内华达,Nevada,美国,United States
卡森城,Carson City,内华达,Nevada,美国,United States
